,CODI EOI,NOM ESTACIO,DATA,MAGNITUD,CONTAMINANT,UNITATS,TIPUS ESTACIO,AREA URBANA,CODI INE,MUNICIPI,CODI COMARCA,NOM COMARCA,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,ALTITUD,LATITUD,LONGITUD,Georeferència 
22705,8112003,Manlleu,25/01/2023,12,NOX,µg/m3,background,suburban,8112,Manlleu,24,Osona,44.0,50.0,54.0,42.0,48.0,54.0,65.0,93.0,132.0,185.0,105.0,83.0,74.0,42.0,19.0,22.0,24.0,27.0,28.0,48.0,53.0,63.0,57.0,55.0,460,42.003307,2.2872992,POINT (2.2872992 42.003307)
4393,8125002,Montcada i Reixac,16/03/2023,6,CO,mg/m3,traffic,suburban,8125,Montcada i Reixac,40,Vallès Occidental,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.3,0.3,0.4,0.2,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,34,41.48197,2.1882975,
11793,8202001,Sant Celoni,24/02/2023,65,H2S,µg/m3,background,suburban,8202,Sant Celoni,41,Vallès Oriental,1.0,1.0,1.0,1.0,1.2,1.4,1.9,2.5,2.7,2.5,1.9,1.7,1.6,1.5,1.6,1.7,1.6,1.9,2.2,2.7,2.0,1.9,1.6,1.8,145,41.6891,2.495701,POINT (2.495701 41.6891)
1684,8202001,Sant Celoni,23/03/2023,10,PM10,µg/m3,background,suburban,8202,Sant Celoni,41,Vallès Oriental,38.0,38.0,33.0,27.0,30.0,33.0,36.0,42.0,53.0,40.0,31.0,39.0,33.0,32.0,25.0,31.0,28.0,31.0,33.0,36.0,41.0,47.0,47.0,46.0,145,41.6891,2.495701,
8461,8125002,Montcada i Reixac,05/03/2023,6,CO,mg/m3,traffic,suburban,8125,Montcada i Reixac,40,Vallès Occidental,0.7,0.6,0.6,0.6,0.5,0.6,0.6,0.5,0.5,0.5,0.4,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.4,0.3,0.4,0.3,0.3,0.4,34,41.48197,2.1882975,POINT (2.1882975 41.48197)
22009,17013001,Begur,27/01/2023,8,NO2,µg/m3,background,rural,17013,Begur,10,Baix Empordà,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,6.0,6.0,4.0,3.0,3.0,2.0,2.0,2.0,200,41.95867,3.2129009,POINT (3.2129009 41.95867)
19778,8305006,Vilafranca del Penedès,02/02/2023,8,NO2,µg/m3,background,suburban,8305,Vilafranca del Penedès,3,Alt Penedès,15.0,13.0,11.0,8.0,11.0,12.0,20.0,30.0,33.0,26.0,20.0,17.0,14.0,7.0,6.0,8.0,9.0,16.0,21.0,23.0,22.0,19.0,28.0,22.0,192,41.346813,1.6865987,POINT (1.6865987 41.346813)
12421,8113007,Manresa,22/02/2023,12,NOX,µg/m3,traffic,urban,8113,Manresa,7,Bages,21.0,18.0,18.0,16.0,16.0,17.0,46.0,70.0,84.0,107.0,95.0,43.0,39.0,34.0,32.0,37.0,55.0,56.0,60.0,61.0,40.0,32.0,28.0,26.0,238,41.730293,1.8253003,POINT (1.8253003 41.730293)
24933,25120001,Lleida,19/01/2023,6,CO,mg/m3,traffic,urban,25120,Lleida,33,Segrià,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,220,41.615818,0.6157005,POINT (0.6157005 41.615818)
23723,8169009,El Prat de Llobregat (Sagnier),22/01/2023,6,CO,mg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,0.2,0.3,0.3,0.4,0.4,0.3,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.4,0.5,0.4,0.4,0.3,7,41.321774,2.0821,POINT (2.0821 41.321774)
24777,8169008,El Prat de Llobregat (Jardins de la Pau),19/01/2023,1,SO2,µg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5,41.321487,2.0977015,POINT (2.0977015 41.321487)
557,8019042,Barcelona (Sants),26/03/2023,7,NO,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,7.0,13.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,35,41.37878,2.133099,
5156,25196001,Montsec,14/03/2023,10,PM10,µg/m3,background,rural,25196,Sant Esteve de la Sarga,25,Pallars Jussà,3.0,6.0,3.0,3.0,2.0,6.0,4.0,4.0,6.0,7.0,7.0,6.0,5.0,6.0,2.0,5.0,9.0,5.0,3.0,4.0,5.0,3.0,2.0,1.0,1570,42.05132,0.7295987,
15106,43103001,Perafort (Puigdelfí),15/02/2023,30,C6H6,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,1.0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.9,0.6,1.1,0.6,97,41.193604,1.2367008,POINT (1.2367008 41.193604)
1554,43013002,L'Ametlla de Mar,23/03/2023,1,SO2,µg/m3,background,rural,43013,"Ametlla de Mar, l'",9,Baix Ebre,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,34,40.90248,0.8097212,
13693,25120001,Lleida,19/02/2023,12,NOX,µg/m3,traffic,urban,25120,Lleida,33,Segrià,47.0,40.0,31.0,36.0,37.0,38.0,33.0,49.0,85.0,95.0,65.0,28.0,15.0,14.0,14.0,14.0,11.0,18.0,62.0,189.0,178.0,123.0,55.0,35.0,220,41.615818,0.6157005,POINT (0.6157005 41.615818)
9402,8019057,Barcelona (Palau Reial),02/03/2023,9,PM2.5,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,16.0,13.0,11.0,8.0,11.0,12.0,13.0,14.0,16.0,16.0,17.0,18.0,16.0,14.0,16.0,16.0,16.0,16.0,17.0,18.0,18.0,20.0,20.0,23.0,81,41.38749,2.1151996,POINT (2.1151996 41.38749)
21775,43171002,Vila-seca (IES Vila-seca),28/01/2023,14,O3,µg/m3,background,suburban,43171,Vila-seca,36,Tarragonès,61.0,62.0,62.0,62.0,61.0,58.0,61.0,61.0,59.0,63.0,59.0,67.0,70.0,72.0,73.0,74.0,76.0,74.0,64.0,54.0,55.0,55.0,53.0,54.0,33,41.102505,1.1494449,POINT (1.1494449 41.102505)
16584,43148003,Tarragona (Bonavista),11/02/2023,10,PM10,µg/m3,industrial,suburban,43148,Tarragona,36,Tarragonès,24.0,22.0,18.0,17.0,14.0,14.0,14.0,16.0,20.0,22.0,34.0,28.0,14.0,12.0,14.0,11.0,11.0,15.0,22.0,32.0,51.0,35.0,32.0,25.0,39,41.11591,1.1919986,POINT (1.1919986 41.11591)
24102,8125002,Montcada i Reixac,21/01/2023,10,PM10,µg/m3,traffic,suburban,8125,Montcada i Reixac,40,Vallès Occidental,23.0,17.0,15.0,14.0,15.0,13.0,15.0,15.0,17.0,18.0,18.0,11.0,16.0,15.0,10.0,13.0,14.0,16.0,16.0,15.0,11.0,18.0,13.0,15.0,34,41.48197,2.1882975,POINT (2.1882975 41.48197)
19116,8019054,Barcelona (Parc Vall Hebron),04/02/2023,8,NO2,µg/m3,background,urban,8019,Barcelona,13,Barcelonès,34.0,29.0,40.0,34.0,31.0,26.0,31.0,33.0,36.0,38.0,36.0,29.0,13.0,28.0,25.0,23.0,17.0,14.0,11.0,15.0,24.0,32.0,43.0,74.0,136,41.42611,2.1480017,POINT (2.1480017 41.42611)
5447,8101001,L'Hospitalet de Llobregat,13/03/2023,10,PM10,µg/m3,background,urban,8101,"Hospitalet de Llobregat, l'",13,Barcelonès,24.0,27.0,30.0,17.0,15.0,20.0,28.0,29.0,32.0,40.0,34.0,27.0,29.0,34.0,25.0,26.0,27.0,33.0,34.0,29.0,30.0,28.0,33.0,26.0,29,41.370476,2.1149993,POINT (2.1149993 41.370476)
5887,25196001,Montsec,12/03/2023,12,NOX,µg/m3,background,rural,25196,Sant Esteve de la Sarga,25,Pallars Jussà,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1570,42.05132,0.7295987,POINT (0.7295987 42.05132)
21729,8169009,El Prat de Llobregat (Sagnier),28/01/2023,14,O3,µg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,3.0,3.0,4.0,5.0,7.0,13.0,12.0,13.0,16.0,25.0,38.0,45.0,47.0,49.0,50.0,54.0,58.0,53.0,46.0,45.0,27.0,17.0,28.0,30.0,7,41.321774,2.0821,POINT (2.0821 41.321774)
3000,8019043,Barcelona (Eixample),20/03/2023,6,CO,mg/m3,traffic,urban,8019,Barcelona,13,Barcelonès,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.4,0.4,0.3,0.2,0.2,26,41.385315,2.1537998,
22526,43103001,Perafort (Puigdelfí),25/01/2023,30,C6H6,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,1.0,0.6,0.9,97,41.193604,1.2367008,POINT (1.2367008 41.193604)
25493,8019057,Barcelona (Palau Reial),17/01/2023,6,CO,mg/m3,background,urban,8019,Barcelona,13,Barcelonès,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.3,0.3,0.3,0.3,81,41.38749,2.1151996,POINT (2.1151996 41.38749)
12619,25119002,Juneda (Pla del Molí),21/02/2023,14,O3,µg/m3,background,rural,25119,Juneda,18,Garrigues,60.0,64.0,50.0,51.0,43.0,45.0,47.0,22.0,12.0,22.0,42.0,61.0,59.0,65.0,79.0,78.0,74.0,61.0,63.0,43.0,19.0,20.0,20.0,29.0,255,41.544083,0.8299007,POINT (0.8299007 41.544083)
20538,8169009,El Prat de Llobregat (Sagnier),31/01/2023,8,NO2,µg/m3,background,suburban,8169,"Prat de Llobregat, el",11,Baix Llobregat,34.0,29.0,20.0,22.0,28.0,26.0,42.0,55.0,43.0,34.0,25.0,20.0,19.0,20.0,16.0,16.0,17.0,23.0,43.0,78.0,77.0,62.0,55.0,55.0,7,41.321774,2.0821,POINT (2.0821 41.321774)
9785,8263001,Sant Vicenç dels Horts (Ribot),01/03/2023,8,NO2,µg/m3,background,suburban,8263,Sant Vicenç dels Horts,11,Baix Llobregat,21.0,16.0,16.0,9.0,9.0,22.0,41.0,62.0,60.0,26.0,19.0,19.0,19.0,8.0,9.0,6.0,8.0,7.0,15.0,25.0,24.0,25.0,49.0,64.0,38,41.39219,2.0097985,POINT (2.0097985 41.39219)
848,43013002,L'Ametlla de Mar,25/03/2023,12,NOX,µg/m3,background,rural,43013,"Ametlla de Mar, l'",9,Baix Ebre,14.0,12.0,10.0,10.0,10.0,10.0,14.0,13.0,11.0,9.0,10.0,7.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,6.0,15.0,16.0,,,34,40.90248,0.8097212,
21904,8245012,Santa Coloma de Gramenet,27/01/2023,8,NO2,µg/m3,background,urban,8245,Santa Coloma de Gramenet,13,Barcelonès,53.0,49.0,46.0,44.0,35.0,43.0,33.0,36.0,39.0,34.0,23.0,27.0,31.0,25.0,25.0,28.0,35.0,46.0,45.0,70.0,76.0,68.0,65.0,57.0,23,41.447422,2.209497,POINT (2.209497 41.447422)
4619,43103001,Perafort (Puigdelfí),15/03/2023,30,C6H6,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,0.6,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,1.2,1.1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,97,41.193604,1.2367008,
9866,8113007,Manresa,01/03/2023,12,NOX,µg/m3,traffic,urban,8113,Manresa,7,Bages,7.0,6.0,6.0,5.0,20.0,19.0,41.0,68.0,76.0,58.0,25.0,22.0,20.0,14.0,14.0,14.0,22.0,26.0,30.0,30.0,25.0,27.0,35.0,22.0,238,41.730293,1.8253003,POINT (1.8253003 41.730293)
16275,8089005,Gavà,11/02/2023,6,CO,mg/m3,background,suburban,8089,Gavà,11,Baix Llobregat,0.5,0.4,0.4,0.4,0.4,0.4,,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.5,0.5,0.5,25,41.303097,1.9914981,POINT (1.9914981 41.303097)
19321,8187012,Sabadell,03/02/2023,10,PM10,µg/m3,traffic,urban,8187,Sabadell,40,Vallès Occidental,21.0,18.0,19.0,16.0,14.0,17.0,20.0,30.0,54.0,71.0,55.0,53.0,36.0,20.0,18.0,18.0,38.0,57.0,70.0,69.0,45.0,55.0,40.0,29.0,210,41.561214,2.1011107,POINT (2.1011107 41.561214)
17148,8096014,Granollers,09/02/2023,8,NO2,µg/m3,traffic,urban,8096,Granollers,41,Vallès Oriental,7.0,5.0,9.0,5.0,3.0,8.0,40.0,49.0,83.0,53.0,16.0,6.0,7.0,6.0,11.0,12.0,11.0,22.0,40.0,55.0,64.0,51.0,44.0,45.0,133,41.598682,2.2870984,POINT (2.2870984 41.598682)
24996,8187012,Sabadell,19/01/2023,14,O3,µg/m3,traffic,urban,8187,Sabadell,40,Vallès Occidental,68.0,65.0,64.0,64.0,61.0,53.0,50.0,48.0,32.0,34.0,49.0,50.0,51.0,52.0,57.0,55.0,50.0,52.0,42.0,44.0,54.0,56.0,56.0,61.0,210,41.561214,2.1011107,POINT (2.1011107 41.561214)
21952,25119002,Juneda (Pla del Molí),27/01/2023,7,NO,µg/m3,background,rural,25119,Juneda,18,Garrigues,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,6.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,255,41.544083,0.8299007,POINT (0.8299007 41.544083)
1100,8157003,Pallejà (Roca de Vilana),25/03/2023,1,SO2,µg/m3,industrial,suburban,8157,Pallejà,11,Baix Llobregat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,41.41528,1.9905012,
22631,8194008,Sant Adrià de Besòs,25/01/2023,10,PM10,µg/m3,traffic,urban,8194,Sant Adrià de Besòs,13,Barcelonès,14.0,14.0,14.0,10.0,4.0,14.0,19.0,20.0,23.0,26.0,32.0,26.0,23.0,18.0,23.0,21.0,20.0,18.0,20.0,22.0,21.0,22.0,22.0,25.0,7,41.425594,2.2221997,POINT (2.2221997 41.425594)
23829,8101001,L'Hospitalet de Llobregat,22/01/2023,12,NOX,µg/m3,background,urban,8101,"Hospitalet de Llobregat, l'",13,Barcelonès,28.0,22.0,29.0,18.0,11.0,20.0,17.0,29.0,35.0,18.0,13.0,21.0,15.0,16.0,21.0,27.0,27.0,18.0,44.0,120.0,129.0,50.0,34.0,37.0,29,41.370476,2.1149993,POINT (2.1149993 41.370476)
6404,8157003,Pallejà (Roca de Vilana),10/03/2023,7,NO,µg/m3,industrial,suburban,8157,Pallejà,11,Baix Llobregat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,41.41528,1.9905012,POINT (1.9905012 41.41528)
21166,8279011,Terrassa,29/01/2023,1,SO2,µg/m3,traffic,urban,8279,Terrassa,40,Vallès Occidental,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,109,41.556114,2.0073977,POINT (2.0073977 41.556114)
4029,8125002,Montcada i Reixac,17/03/2023,6,CO,mg/m3,traffic,suburban,8125,Montcada i Reixac,40,Vallès Occidental,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.3,34,41.48197,2.1882975,
5214,43148003,Tarragona (Bonavista),14/03/2023,12,NOX,µg/m3,industrial,suburban,43148,Tarragona,36,Tarragonès,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,8.0,7.0,6.0,6.0,5.0,5.0,5.0,7.0,6.0,7.0,7.0,9.0,7.0,6.0,8.0,6.0,39,41.11591,1.1919986,
12322,43148001,Tarragona (Sant Salvador),22/02/2023,1,SO2,µg/m3,traffic,suburban,43148,Tarragona,36,Tarragonès,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,77,41.15951,1.2396973,POINT (1.2396973 41.15951)
6663,8187012,Sabadell,10/03/2023,7,NO,µg/m3,traffic,urban,8187,Sabadell,40,Vallès Occidental,1.0,1.0,2.0,1.0,4.0,14.0,13.0,13.0,15.0,15.0,14.0,13.0,12.0,13.0,14.0,13.0,14.0,14.0,10.0,19.0,11.0,8.0,7.0,2.0,210,41.561214,2.1011107,POINT (2.1011107 41.561214)
23437,8112003,Manlleu,23/01/2023,12,NOX,µg/m3,background,suburban,8112,Manlleu,24,Osona,49.0,46.0,40.0,45.0,44.0,54.0,80.0,98.0,100.0,93.0,103.0,80.0,69.0,61.0,27.0,27.0,37.0,60.0,83.0,80.0,102.0,111.0,101.0,105.0,460,42.003307,2.2872992,POINT (2.2872992 42.003307)
20205,8298008,Vic,01/02/2023,10,PM10,µg/m3,background,suburban,8298,Vic,24,Osona,24.0,25.0,20.0,20.0,21.0,22.0,23.0,26.0,46.0,79.0,70.0,,,,,,,,,,,,,,498,41.93501,2.2400014,POINT (2.2400014 41.93501)
19052,8307012,Vilanova i la Geltrú,04/02/2023,12,NOX,µg/m3,traffic,suburban,8307,Vilanova i la Geltrú,17,Garraf,21.0,24.0,14.0,11.0,8.0,25.0,37.0,29.0,24.0,37.0,43.0,29.0,21.0,20.0,13.0,27.0,17.0,24.0,28.0,28.0,22.0,28.0,17.0,28.0,12,41.218987,1.7211995,POINT (1.7211995 41.218987)
13783,8019044,Barcelona (Gràcia - Sant Gervasi),18/02/2023,10,PM10,µg/m3,traffic,urban,8019,Barcelona,13,Barcelonès,55.0,38.0,29.0,39.0,32.0,34.0,32.0,36.0,43.0,48.0,51.0,49.0,38.0,35.0,27.0,21.0,15.0,19.0,22.0,28.0,44.0,41.0,38.0,38.0,57,41.398724,2.1533988,POINT (2.1533988 41.398724)
22704,8019057,Barcelona (Palau Reial),25/01/2023,6,CO,mg/m3,background,urban,8019,Barcelona,13,Barcelonès,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,81,41.38749,2.1151996,POINT (2.1151996 41.38749)
4621,43103001,Perafort (Puigdelfí),15/03/2023,12,NOX,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,5.0,6.0,4.0,5.0,2.0,8.0,8.0,20.0,35.0,11.0,9.0,11.0,10.0,13.0,9.0,8.0,14.0,14.0,21.0,19.0,18.0,15.0,13.0,15.0,97,41.193604,1.2367008,
19170,43148003,Tarragona (Bonavista),04/02/2023,9,PM2.5,µg/m3,industrial,suburban,43148,Tarragona,36,Tarragonès,22.0,28.0,21.0,17.0,17.0,22.0,17.0,16.0,20.0,27.0,25.0,22.0,17.0,10.0,9.0,6.0,6.0,9.0,12.0,12.0,19.0,23.0,22.0,19.0,39,41.11591,1.1919986,POINT (1.1919986 41.11591)
14394,43047001,Constantí,17/02/2023,12,NOX,µg/m3,industrial,suburban,43047,Constantí,36,Tarragonès,22.0,18.0,15.0,16.0,14.0,18.0,29.0,43.0,52.0,61.0,23.0,34.0,21.0,31.0,25.0,33.0,30.0,21.0,38.0,107.0,85.0,52.0,51.0,31.0,56,41.15493,1.2177014,POINT (1.2177014 41.15493)
15405,8260010,Santa Perpètua de Mogoda,14/02/2023,7,NO,µg/m3,traffic,suburban,8260,Santa Perpètua de Mogoda,40,Vallès Occidental,32.0,23.0,20.0,26.0,26.0,28.0,90.0,163.0,238.0,173.0,105.0,67.0,22.0,11.0,8.0,5.0,5.0,6.0,9.0,8.0,36.0,49.0,29.0,47.0,84,41.526722,2.1838,POINT (2.1838 41.526722)
18019,8125013,Montcada i Reixac (Can Sant Joan),07/02/2023,10,PM10,µg/m3,industrial,suburban,8125,Montcada i Reixac,40,Vallès Occidental,16.0,12.0,12.0,12.0,13.0,11.0,13.0,13.0,14.0,18.0,18.0,13.0,6.0,5.0,5.0,14.0,18.0,14.0,28.0,37.0,30.0,21.0,16.0,13.0,29,41.469826,2.1758358,POINT (2.1758358 41.469826)
16322,25196001,Montsec,11/02/2023,1,SO2,µg/m3,background,rural,25196,Sant Esteve de la Sarga,25,Pallars Jussà,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1570,42.05132,0.7295987,POINT (0.7295987 42.05132)
10052,43123005,Reus,28/02/2023,10,PM10,µg/m3,traffic,suburban,43123,Reus,8,Baix Camp,,,,,,,,,,,,,,16.0,19.0,19.0,21.0,22.0,22.0,23.0,21.0,17.0,15.0,14.0,102,41.150803,1.1202013,POINT (1.1202013 41.150803)
17713,8202001,Sant Celoni,08/02/2023,65,H2S,µg/m3,background,suburban,8202,Sant Celoni,41,Vallès Oriental,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,145,41.6891,2.495701,POINT (2.495701 41.6891)
15206,8184006,Rubí,14/02/2023,14,O3,µg/m3,background,urban,8184,Rubí,40,Vallès Occidental,3.0,3.0,6.0,4.0,9.0,19.0,19.0,7.0,9.0,11.0,25.0,57.0,66.0,59.0,71.0,86.0,89.0,81.0,58.0,44.0,59.0,56.0,56.0,58.0,171,41.492115,2.0424972,POINT (2.0424972 41.492115)
11906,8089005,Gavà,23/02/2023,14,O3,µg/m3,background,suburban,8089,Gavà,11,Baix Llobregat,28.0,26.0,28.0,27.0,24.0,19.0,16.0,9.0,5.0,6.0,43.0,69.0,73.0,52.0,77.0,91.0,83.0,82.0,73.0,59.0,49.0,76.0,75.0,77.0,25,41.303097,1.9914981,POINT (1.9914981 41.303097)
12854,43103001,Perafort (Puigdelfí),21/02/2023,9,PM2.5,µg/m3,industrial,rural,43103,Perafort,36,Tarragonès,30.0,22.0,19.0,15.0,14.0,9.0,10.0,14.0,21.0,17.0,29.0,35.0,37.0,26.0,26.0,25.0,33.0,35.0,33.0,37.0,37.0,44.0,50.0,55.0,97,41.193604,1.2367008,POINT (1.2367008 41.193604)
15751,43014001,Amposta,13/02/2023,10,PM10,µg/m3,background,suburban,43014,Amposta,22,Montsià,14.0,13.0,13.0,18.0,14.0,13.0,12.0,14.0,18.0,27.0,28.0,25.0,23.0,27.0,16.0,17.0,20.0,18.0,19.0,26.0,40.0,39.0,39.0,28.0,8,40.706703,0.5817011,POINT (0.5817011 40.706703)
20365,8019057,Barcelona (Palau Reial),31/01/2023,6,CO,mg/m3,background,urban,8019,Barcelona,13,Barcelonès,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.4,0.3,0.4,0.3,0.4,0.4,0.3,0.3,0.4,0.6,0.7,0.4,0.4,0.5,0.5,81,41.38749,2.1151996,POINT (2.1151996 41.38749)
10444,8124009,Mollet del Vallès,27/02/2023,7,NO,µg/m3,traffic,suburban,8124,Mollet del Vallès,41,Vallès Oriental,1.0,1.0,1.0,1.0,1.0,6.0,33.0,24.0,12.0,28.0,27.0,6.0,6.0,6.0,7.0,17.0,27.0,23.0,2.0,2.0,6.0,6.0,5.0,6.0,90,41.549183,2.2120984,POINT (2.2120984 41.549183)
15715,8184006,Rubí,13/02/2023,7,NO,µg/m3,background,urban,8184,Rubí,40,Vallès Occidental,25.0,8.0,1.0,1.0,1.0,6.0,13.0,24.0,75.0,56.0,24.0,8.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,25.0,7.0,171,41.492115,2.0424972,POINT (2.0424972 41.492115)
14766,8245012,Santa Coloma de Gramenet,16/02/2023,7,NO,µg/m3,background,urban,8245,Santa Coloma de Gramenet,13,Barcelonès,18.0,14.0,30.0,10.0,9.0,17.0,31.0,31.0,48.0,49.0,78.0,104.0,85.0,61.0,38.0,3.0,3.0,2.0,2.0,12.0,48.0,40.0,46.0,50.0,23,41.447422,2.209497,POINT (2.209497 41.447422)
13732,8137001,Montseny (La Castanya),18/02/2023,1,SO2,µg/m3,background,rural,8137,Montseny,41,Vallès Oriental,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,693,41.77928,2.358002,POINT (2.358002 41.77928)
13402,8157003,Pallejà (Roca de Vilana),19/02/2023,7,NO,µg/m3,industrial,suburban,8157,Pallejà,11,Baix Llobregat,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,6.0,3.0,8.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82,41.41528,1.9905012,POINT (1.9905012 41.41528)
24540,43162001,Vandellòs (Els Dedalts),20/01/2023,12,NOX,µg/m3,background,rural,43162,Vandellòs i l'Hospitalet de l',8,Baix Camp,,,,,,,,,,,,,,,,,,,,,,,,,737,41.00808,0.83110964,POINT (0.83110964 41.00808)
21340,17013001,Begur,29/01/2023,7,NO,µg/m3,background,rural,17013,Begur,10,Baix Empordà,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,41.95867,3.2129009,POINT (3.2129009 41.95867)
8721,8260010,Santa Perpètua de Mogoda,04/03/2023,7,NO,µg/m3,traffic,suburban,8260,Santa Perpètua de Mogoda,40,Vallès Occidental,32.0,33.0,22.0,13.0,10.0,25.0,45.0,46.0,57.0,49.0,8.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,16.0,9.0,12.0,11.0,27.0,84,41.526722,2.1838,POINT (2.1838 41.526722)
12092,8202001,Sant Celoni,23/02/2023,10,PM10,µg/m3,background,suburban,8202,Sant Celoni,41,Vallès Oriental,26.0,26.0,21.0,23.0,21.0,28.0,28.0,31.0,43.0,53.0,35.0,30.0,37.0,38.0,41.0,44.0,38.0,38.0,38.0,36.0,52.0,48.0,36.0,35.0,145,41.6891,2.495701,POINT (2.495701 41.6891)
